Part,Cust #,8/2/2021,8/9/2021,8/16/2021,8/23/2021,8/30/2021,9/6/2021,9/13/2021,9/20/2021,9/27/2021,10/4/2021,10/11/2021,10/18/2021,10/25/2021,11/1/2021,11/8/2021,11/15/2021,11/22/2021,11/29/2021,12/6/2021,12/13/2021,12/20/2021,12/27/2021,1/3/2022,1/10/2022
7M5324-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5327-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5320-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M9144-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M9147-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M9140-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1537-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1530-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1534-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1547-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1540-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1544-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1557-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1550-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1554-701,C029,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
730428-067,C007,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
A0136,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2497-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2490-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2494-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2517-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2510-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2514-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2507-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2500-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2504-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5297-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5290-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5294-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5317-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5310-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5314-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5307-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5300-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5304-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1497-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1490-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1494-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1517-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1510-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1514-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1507-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1500-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1504-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2527-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2520-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2524-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2537-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2550-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2554-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2557-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2530-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2534-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2547-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2540-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V2544-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5324-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5327-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M5320-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M9144-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M9147-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7M9140-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1537-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1530-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1534-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1547-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1540-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1544-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1557-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1550-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
7V1554-701,C033,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10
A1630-201B,U014,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A
A1531-201B,U014,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A
A1518-201B,U014,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A,C30A
A1393-138B,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
A1393-201B,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
A1393-457B,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M9090-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M9094-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M9097-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5077-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5074-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V1147-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V1140-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V1144-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V1157-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V1150-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V1154-701,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M9000-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M9004-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M9007-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V1107-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V1100-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V1104-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5057-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5050-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5054-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5067-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5060-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5064-701,U044,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V2190-7010,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V2194-7010,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7V2197-7010,C029,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5100-710,C017,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
7M5104-710,C017,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B,C30B
A1628-201B,U014,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
A1629-201B,U014,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9070-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9078-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9080-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9088-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9220-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9228-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9230-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9238-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9240-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9248-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9250-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9258-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9050-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9060-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9030-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9040-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9200-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9210-701,C007,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M5350-701,C017,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M5354-701,C017,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9170-701,C017,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M9280-701,C017,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M5420-701,C017,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7M5424-701,C017,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1,CF1
7V2200-701,C043,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2,CF2
