Part,Cust #,8/2/2021,8/9/2021,8/16/2021,8/23/2021,8/30/2021,9/6/2021,9/13/2021,9/20/2021,9/27/2021,10/4/2021,10/11/2021,10/18/2021,10/25/2021,11/1/2021,11/8/2021,11/15/2021,11/22/2021,11/29/2021,12/6/2021,12/13/2021,12/20/2021,12/27/2021,1/3/2022,1/10/2022
7V2400-701,C033,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7
7V2404-701,C033,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7
7V2407-701,C033,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7
7V2400-701-C0,C043,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7
7V1930-701,,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7,CF7
7M9160-701,C033,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8,CF8
7V1630-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V1634-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V1650-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V1654-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V2630-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V2634-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V2640-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V2644-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V1880-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V1884-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V1910-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V1914-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V2880-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V2884-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V2890-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
7V2894-701,C017,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9,CF9
A1524-201B,U006,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1
A1533-201B,U006,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1,IF1
A4076-138B,U066,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1
A4076-201B,U066,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1
A4076-457B,U066,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1
A1580-201B,U066,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1
A1580-201B,U071,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1
7V2560-701,U066,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1
7V2670-701,U049,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1
7V2680-701,U049,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1
7V1670-701,U049,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1,MF1
7V1110-701,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V1114-701,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V1117-701,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V1120-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V1124-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V1127-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V1130-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V1134-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V1137-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V1620-701,C033,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2120-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2124-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2127-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2130-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2134-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2137-701,C029,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
A1579-201B,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
A1579-201B,U071,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2560-701,U071,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2110-701,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2114-701,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2117-701,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
A4077-201B,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
A4079-138B,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
A4079-201B,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
A4079-457B,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
A4081-201B,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7M5040-701,U066,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2,MF2
7V2710-701,-,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3
7V1710-701,-,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3
7V1730-701,-,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3
7V1720-701,-,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3
7V1820-701,-,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3
7V1830-701,-,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3,MF3
7M5330-710,C033,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03
A1294,U066,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04
A1091,U066,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04,M04
